Year,Player,Player_ID,College,Pick,Round,Team,Career_AV,Games_Played,Note,Career_Yards,Career_TDs,Pro_Bowls,All_Pros,OPOY,Receptions,Receiving_Yards,Receiving_TDs,Rec/Game,Yards/Game,TD/Game,Successful,scaled_rec_pg,scaled_yds_pg,scaled_td_pg,scaled_av,scaled_pb,scaled_ap,Performance_Score
2022,Velus Jones Jr.,JoneVe00,Tennessee,71,,CHI,,,Parsed,,,0.0,0.0,False,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Jalen Tolbert,TolbJa00,South Alabama,88,,DAL,7.0,42.0,Parsed,,,0.0,0.0,False,73.0,890.0,9.0,1.74,21.19,0.21,False,0.174,0.2119,0.21,0.058333333333333334,0.0,0.0,14.912
2022,David Bell,BellDa02,Purdue,99,,CLE,3.0,32.0,Parsed,,,0.0,0.0,False,41.0,408.0,3.0,1.28,12.75,0.09,False,0.128,0.1275,0.09,0.025,0.0,0.0,8.56
2022,Danny Gray,GrayDa02,SMU,105,,SFO,,,Parsed,,,0.0,0.0,False,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Erik Ezukanma,EzukEr00,Texas Tech,125,,MIA,,,Parsed,,,0.0,0.0,False,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Romeo Doubs,DoubRo00,Nevada,132,,GNB,17.0,43.0,Parsed,,,0.0,0.0,False,147.0,1700.0,15.0,3.42,39.53,0.35,False,0.34199999999999997,0.3953,0.35,0.14166666666666666,0.0,0.0,27.823999999999998
2022,Calvin Austin III,AustCa00,Memphis,138,,PIT,8.0,34.0,Parsed,,,0.0,0.0,False,53.0,728.0,5.0,1.56,21.41,0.15,False,0.156,0.2141,0.15,0.06666666666666667,0.0,0.0,13.543
2022,Khalil Shakir,ShakKh00,Boise St.,148,,BUF,18.0,46.0,Parsed,,,0.0,0.0,False,125.0,1593.0,7.0,2.72,34.63,0.15,False,0.272,0.34630000000000005,0.15,0.15,0.0,0.0,21.079
2022,Montrell Washington,WashMo00,Samford,162,,DEN,,,Parsed,,,0.0,0.0,False,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,Kyle Philips,PhilKy01,UCLA,163,,TEN,3.0,13.0,Parsed,,,0.0,0.0,False,23.0,259.0,0.0,1.77,19.92,0.0,False,0.177,0.19920000000000002,0.0,0.025,0.0,0.0,9.891
2022,Jalen Nailor,NailJa00,Michigan St.,191,,MIN,5.0,38.0,Parsed,,,0.0,0.0,False,40.0,622.0,7.0,1.05,16.37,0.18,False,0.10500000000000001,0.1637,0.18,0.041666666666666664,0.0,0.0,11.236
2022,Michael Woods II,WoodMi00,Oklahoma,202,,CLE,0.0,15.0,Parsed,,,0.0,0.0,False,12.0,110.0,0.0,0.8,7.33,0.0,False,0.08,0.0733,0.0,0.0,0.0,0.0,3.7989999999999995
2022,Bo Melton,MeltBo00,Rutgers,229,,SEA,3.0,22.0,Parsed,,,0.0,0.0,False,24.0,309.0,1.0,1.09,14.05,0.05,False,0.10900000000000001,0.1405,0.05,0.025,0.0,0.0,7.770000000000002
2022,Dareke Young,YounDa02,Lenoir-Rhyne,233,,SEA,0.0,33.0,Parsed,,,0.0,0.0,False,2.0,24.0,0.0,0.06,0.73,0.0,False,0.006,0.0073,0.0,0.0,0.0,0.0,0.339
2022,Samori Toure,TourSa00,Nebraska,258,,GNB,2.0,22.0,Parsed,,,0.0,0.0,False,13.0,160.0,1.0,0.59,7.27,0.05,False,0.059,0.0727,0.05,0.016666666666666666,0.0,0.0,4.611000000000001
