Year,Player,Player_ID,College,Pick,Round,Team,Career_AV,Games_Played,Note,Career_Yards,Career_TDs,Pro_Bowls,All_Pros,OPOY,Receptions,Receiving_Yards,Receiving_TDs,Rec/Game,Yards/Game,TD/Game,Successful
2015,Sammie Coates,CoatSa00,Auburn,87,,PIT,4.0,44.0,Parsed,,,0.0,0.0,False,29,528,2,0.66,12.0,0.05,False
2015,Ty Montgomery,MontTy01,Stanford,94,,GNB,,,Parsed,,,0.0,0.0,False,,,,,,,
2015,Jamison Crowder,CrowJa00,Duke,105,,WAS,38.0,123.0,Parsed,,,0.0,0.0,False,440,4898,31,3.58,39.82,0.25,False
2015,Justin Hardy,HardJu00,East Carolina,107,,ATL,9.0,73.0,Parsed,,,0.0,0.0,False,95,946,9,1.3,12.96,0.12,False
2015,Vince Mayle,MaylVi00,Washington St.,123,,CLE,,,Parsed,,,0.0,0.0,False,,,,,,,
2015,DeAndre Smelter,SmelDe00,Georgia Tech,132,,SFO,0.0,2.0,Parsed,,,0.0,0.0,False,1,23,0,0.5,11.5,0,False
2015,Rashad Greene,GreeRa00,Florida St.,139,,JAX,2.0,25.0,Parsed,,,0.0,0.0,False,30,185,2,1.2,7.4,0.08,False
2015,Stefon Diggs,DiggSt00,Maryland,146,,MIN,103.0,144.0,Parsed,,,4.0,1.0,False,857,10491,70,5.95,72.85,0.49,True
2015,Tony Lippett,LippTo00,Michigan St.,156,,MIA,,,Parsed,,,0.0,0.0,False,,,,,,,
2015,JJ Nelson,NelsJJ00,Ala-Birmingham,159,,ARI,12.0,58.0,Parsed,,,0.0,0.0,False,85,1475,11,1.47,25.43,0.19,False
2015,Kenny Bell,BellKe02,Nebraska,162,,TAM,,,Parsed,,,0.0,0.0,False,,,,,,,
2015,Keith Mumphery,MumpKe00,Michigan St.,175,,HOU,2.0,27.0,Parsed,,,0.0,0.0,False,24,198,0,0.89,7.33,0,False
2015,Kaelin Clay,ClayKa00,Utah,184,,TAM,,13.0,Parsed,,,0.0,0.0,False,6,85,0,0.46,6.54,0,False
2015,Geremy Davis,DaviGe00,Connecticut,186,,NYG,0.0,36.0,Parsed,,,0.0,0.0,False,5,59,0,0.14,1.64,0,False
2015,Evan Spencer,SpenEv00,Ohio St.,187,,WAS,,,Parsed,,,0.0,0.0,False,,,,,,,
2015,Bud Sasser,SassBu00,Missouri,201,,STL,,,Parsed,,,0.0,0.0,False,,,,,,,
2015,Darren Waller,WallDa01,Georgia Tech,204,,BAL,34.0,86.0,Parsed,,,1.0,0.0,False,350,4124,20,4.07,47.95,0.23,False
2015,Neal Sterling,SterNe00,Monmouth,220,,JAX,2.0,35.0,Parsed,,,0.0,0.0,False,24,239,0,0.69,6.83,0,False
2015,Andre Debose,DeboAn00,Florida,221,,OAK,,,Parsed,,,0.0,0.0,False,,,,,,,
2015,Da'Ron Brown,BrowDa03,Northern Illinois,233,,KAN,,,Parsed,,,0.0,0.0,False,,,,,,,
2015,Dezmin Lewis,LewiDe02,Central Arkansas,234,,BUF,0.0,2.0,Parsed,,,0.0,0.0,False,0,0,0,0,0,0,False
2015,Mario Alford,AlfoMa00,West Virginia,238,,CIN,,1.0,Parsed,,,0.0,0.0,False,1,15,0,1.0,15.0,0,False
2015,Tre McBride,McBrTr00,William & Mary,245,,TEN,1.0,17.0,Parsed,,,0.0,0.0,False,10,152,1,0.59,8.94,0.06,False
2016,Corey Coleman,ColeCo00,Baylor,15,,CLE,6.0,27.0,Parsed,,,0.0,0.0,False,61,789,5,2.26,29.22,0.19,False
2016,Will Fuller,FullWi01,Notre Dame,21,,HOU,26.0,55.0,Parsed,,,0.0,0.0,False,213,3136,24,3.87,57.02,0.44,True
2016,Josh Doctson,DoctJo00,TCU,22,,WAS,9.0,34.0,Parsed,,,0.0,0.0,False,81,1100,8,2.38,32.35,0.24,False
2016,Laquon Treadwell,TreaLa00,Mississippi,23,,MIN,9.0,83.0,Parsed,,,0.0,0.0,False,111,1242,5,1.34,14.96,0.06,False
2016,Sterling Shepard,ShepSt00,Oklahoma,40,,NYG,34.0,104.0,Parsed,,,0.0,0.0,False,404,4429,24,3.88,42.59,0.23,False
2016,Michael Thomas,ThomMi05,Ohio St.,47,,NOR,66.0,83.0,Parsed,,,3.0,2.0,False,565,6569,36,6.81,79.14,0.43,True
2016,Tyler Boyd,BoydTy00,Pittsburgh,55,,CIN,56.0,136.0,Parsed,,,0.0,0.0,False,552,6390,31,4.06,46.99,0.23,True
2016,Braxton Miller,MillBr03,Ohio St.,85,,HOU,2.0,21.0,Parsed,,,0.0,0.0,False,34,261,2,1.62,12.43,0.1,False
2016,Leonte Carroo,CarrLe00,Rutgers,86,,MIA,2.0,37.0,Parsed,,,0.0,0.0,False,12,192,2,0.32,5.19,0.05,False
2016,Chris Moore,MoorCh00,Cincinnati,107,,BAL,14.0,111.0,Parsed,,,0.0,0.0,False,138,1710,8,1.24,15.41,0.07,False
2016,Malcolm Mitchell,MitcMa01,Georgia,112,,NWE,4.0,14.0,Parsed,,,0.0,0.0,False,32,401,4,2.29,28.64,0.29,False
2016,Ricardo Louis,LouiRi00,Auburn,114,,CLE,3.0,32.0,Parsed,,,0.0,0.0,False,45,562,0,1.41,17.56,0,False
2016,Pharoh Cooper,CoopPh00,South Carolina,117,,LAR,,75.0,Parsed,,,1.0,1.0,False,61,545,1,0.81,7.27,0.01,False
2016,Demarcus Robinson,RobiDe01,Florida,126,,KAN,29.0,147.0,Parsed,,,0.0,0.0,False,250,3013,27,1.7,20.5,0.18,False
2016,Tajae Sharpe,SharTa00,Massachusetts,140,,TEN,13.0,66.0,Parsed,,,0.0,0.0,False,117,1397,8,1.77,21.17,0.12,False
2016,Jordan Payton,PaytJo00,UCLA,154,,CLE,0.0,4.0,Parsed,,,0.0,0.0,False,1,3,0,0.25,0.75,0,False
2016,Trevor Davis,DaviTr03,California,163,,GNB,,41.0,Parsed,,,0.0,0.0,False,16,205,1,0.39,5.0,0.02,False
2016,Tyreek Hill,HillTy00,West Alabama,165,,KAN,116.0,141.0,Parsed,,,8.0,5.0,False,798,11098,82,5.66,78.71,0.58,True
2016,Rashard Higgins,HiggRa00,Colorado St.,172,,CLE,14.0,85.0,Parsed,,,0.0,0.0,False,137,1890,12,1.61,22.24,0.14,False
2016,Moritz Boehringer,BoehMo00,,180,,MIN,,,Parsed,,,0.0,0.0,False,,,,,,,
2016,Jakeem Grant,GranJa00,Texas Tech,186,,MIA,15.0,81.0,Parsed,,,1.0,0.0,False,100,1140,7,1.23,14.07,0.09,False
2016,Kolby Listenbee,ListKo00,TCU,192,,BUF,,,Parsed,,,0.0,0.0,False,,,,,,,
2016,Cody Core,CoreCo00,Mississippi,199,,CIN,3.0,51.0,Parsed,,,0.0,0.0,False,33,388,1,0.65,7.61,0.02,False
2016,Mike Thomas,ThomMi04,Southern Miss,206,,LAR,2.0,76.0,Parsed,,,0.0,0.0,False,30,366,1,0.39,4.82,0.01,False
2016,Aaron Burbridge,BurbAa00,Michigan St.,213,,SFO,1.0,16.0,Parsed,,,0.0,0.0,False,7,88,0,0.44,5.5,0,False
2016,Devin Lucien,LuciDe00,Arizona St.,225,,NWE,,,Parsed,,,0.0,0.0,False,,,,,,,
2016,Demarcus Ayers,AyerDe00,Houston,229,,PIT,0.0,2.0,Parsed,,,0.0,0.0,False,6,53,1,3.0,26.5,0.5,False
2016,Daniel Braverman,BravDa00,Western Michigan,230,,CHI,,,Parsed,,,0.0,0.0,False,,,,,,,
2016,Devin Fuller,FullDe00,UCLA,238,,ATL,,,Parsed,,,0.0,0.0,False,,,,,,,
2016,Charone Peake,PeakCh00,Clemson,241,,NYJ,1.0,31.0,Parsed,,,0.0,0.0,False,22,214,0,0.71,6.9,0,False
2016,Kenny Lawler,LawlKe00,California,243,,SEA,,,Parsed,,,0.0,0.0,False,,,,,,,
2017,Corey Davis,DaviCo03,Western Michigan,5,,TEN,34.0,78.0,Parsed,,,0.0,0.0,False,273,3879,17,3.5,49.73,0.22,False
2017,Mike Williams,WillMi07,Clemson,7,,LAC,43.0,106.0,Parsed,,,0.0,0.0,False,330,5104,32,3.11,48.15,0.3,True
2017,John Ross,RossJo00,Washington,9,,CIN,7.0,38.0,Parsed,,,0.0,0.0,False,63,963,11,1.66,25.34,0.29,False
2017,Zay Jones,JoneZa00,East Carolina,37,,BUF,28.0,115.0,Parsed,,,0.0,0.0,False,295,3112,18,2.57,27.06,0.16,False
2017,Curtis Samuel,SamuCu00,Ohio St.,40,,CAR,33.0,105.0,Parsed,,,0.0,0.0,False,348,3636,23,3.31,34.63,0.22,False
2017,JuJu Smith-Schuster,SmitJu00,USC,62,,PIT,46.0,104.0,Parsed,,,1.0,0.0,False,448,5279,32,4.31,50.76,0.31,True
2017,Cooper Kupp,KuppCo00,Eastern Washington,69,,LAR,70.0,104.0,Parsed,,,1.0,1.0,False,634,7776,57,6.1,74.77,0.55,True
2017,Taywan Taylor,TaylTa00,Western Kentucky,72,,TEN,6.0,35.0,Parsed,,,0.0,0.0,False,53,697,2,1.51,19.91,0.06,False
2017,ArDarius Stewart,StewAr00,Alabama,79,,NYJ,,,Parsed,,,0.0,0.0,False,,,,,,,
2017,Carlos Henderson,HendCa01,Louisiana Tech,82,,DEN,,,Parsed,,,0.0,0.0,False,,,,,,,
2017,Chris Godwin,GodwCh00,Penn St.,84,,TAM,60.0,111.0,Parsed,,,1.0,0.0,False,579,7266,39,5.22,65.46,0.35,True
2017,Kenny Golladay,GollKe00,Northern Illinois,96,,DET,29.0,73.0,Parsed,,,1.0,0.0,False,226,3670,22,3.1,50.27,0.3,False
2017,Chad Williams,WillCh05,Grambling St.,98,,ARI,1.0,17.0,Parsed,,,0.0,0.0,False,20,202,1,1.18,11.88,0.06,False
2017,Amara Darboh,DarbAm00,Michigan,106,,SEA,1.0,16.0,Parsed,,,0.0,0.0,False,8,71,0,0.5,4.44,0,False
2017,Dede Westbrook,WestDe00,Oklahoma,110,,JAX,15.0,55.0,Parsed,,,0.0,0.0,False,170,1788,9,3.09,32.51,0.16,False
2017,Josh Reynolds,ReynJo00,Texas A&M,117,,LAR,29.0,116.0,Parsed,,,0.0,0.0,False,233,3127,20,2.01,26.96,0.17,False
2017,Mack Hollins,HollMa00,North Carolina,118,,PHI,19.0,112.0,Parsed,,,0.0,0.0,False,162,2069,15,1.45,18.47,0.13,False
2017,Josh Malone,MaloJo00,Tennessee,128,,CIN,1.0,26.0,Parsed,,,0.0,0.0,False,11,91,1,0.42,3.5,0.04,False
2017,Ryan Switzer,SwitRy00,North Carolina,133,,DAL,3.0,41.0,Parsed,,,0.0,0.0,False,50,321,1,1.22,7.83,0.02,False
2017,Jehu Chesson,ChesJe00,Michigan,139,,KAN,0.0,24.0,Parsed,,,0.0,0.0,False,3,25,0,0.12,1.04,0,False
2017,Chad Hansen,HansCh00,California,141,,NYJ,3.0,20.0,Parsed,,,0.0,0.0,False,26,330,1,1.3,16.5,0.05,False
2017,Shelton Gibson,GibsSh00,West Virginia,166,,PHI,0.0,20.0,Parsed,,,0.0,0.0,False,3,59,0,0.15,2.95,0,False
2017,Rodney Adams,AdamRo01,South Florida,170,,MIN,,,Parsed,,,0.0,0.0,False,,,,,,,
2017,Isaiah McKenzie,McKeIs00,Georgia,172,,DEN,16.0,93.0,Parsed,,,0.0,0.0,False,152,1427,11,1.63,15.34,0.12,False
2017,DeAngelo Yancey,YancDe00,Purdue,175,,GNB,,,Parsed,,,0.0,0.0,False,,,,,,,
2017,Trent Taylor,TaylTr02,Louisiana Tech,177,,SFO,7.0,80.0,Parsed,,,0.0,0.0,False,88,845,3,1.1,10.56,0.04,False
2017,Robert Davis,DaviRo00,Georgia St.,209,,WAS,0.0,7.0,Parsed,,,0.0,0.0,False,2,17,0,0.29,2.43,0,False
2017,Stacy Coley,ColeSt00,Miami (FL),219,,MIN,,3.0,Parsed,,,0.0,0.0,False,0,0,0,0,0,0,False
2017,David Moore,MoorDa03,East Central (OK),226,,SEA,16.0,74.0,Parsed,,,0.0,0.0,False,115,1608,17,1.55,21.73,0.23,False
2017,Isaiah Ford,FordIs00,Virginia Tech,237,,MIA,5.0,32.0,Parsed,,,0.0,0.0,False,63,681,2,1.97,21.28,0.06,False
2017,Noah Brown,BrowNo00,Ohio St.,239,,DAL,19.0,87.0,Parsed,,,0.0,0.0,False,150,2000,6,1.72,22.99,0.07,False
2017,Malachi Dupre,DuprMa01,LSU,247,,GNB,,,Parsed,,,0.0,0.0,False,,,,,,,
2018,D.J. Moore,MoorD.00,Maryland,24,,CAR,65.0,114.0,Parsed,,,0.0,0.0,False,558,7531,35,4.89,66.06,0.31,True
2018,Calvin Ridley,RidlCa00,Alabama,26,,ATL,44.0,83.0,Parsed,,,0.0,0.0,False,388,5375,40,4.67,64.76,0.48,True
2018,Courtland Sutton,SuttCo00,SMU,40,,DEN,43.0,98.0,Parsed,,,1.0,0.0,False,379,5340,32,3.87,54.49,0.33,True
2018,Dante Pettis,PettDa00,Washington,44,,SFO,11.0,58.0,Parsed,,,0.0,0.0,False,83,1104,13,1.43,19.03,0.22,False
2018,Christian Kirk,KirkCh01,Texas A&M,47,,ARI,46.0,93.0,Parsed,,,0.0,0.0,False,404,5176,29,4.34,55.66,0.31,True
2018,Anthony Miller,MillAn02,Memphis,51,,CHI,13.0,52.0,Parsed,,,0.0,0.0,False,141,1605,12,2.71,30.87,0.23,False
2018,James Washington,WashJa00,Oklahoma St.,60,,PIT,12.0,62.0,Parsed,,,0.0,0.0,False,114,1629,11,1.84,26.27,0.18,False
2018,DJ Chark,CharDJ00,LSU,61,,JAX,23.0,76.0,Parsed,,,1.0,0.0,False,216,3100,24,2.84,40.79,0.32,False
2018,Michael Gallup,GallMi00,Colorado St.,81,,DAL,33.0,86.0,Parsed,,,0.0,0.0,False,266,3744,21,3.09,43.53,0.24,False
2018,Tre'Quan Smith,SmitTr03,Central Florida,91,,NOR,16.0,67.0,Parsed,,,0.0,0.0,False,131,1764,18,1.96,26.33,0.27,False
2018,Keke Coutee,CoutKe00,Texas Tech,103,,HOU,7.0,33.0,Parsed,,,0.0,0.0,False,85,966,4,2.58,29.27,0.12,False
2018,Antonio Callaway,CallAn00,Florida,105,,CLE,5.0,25.0,Parsed,,,0.0,0.0,False,53,695,5,2.12,27.8,0.2,False
2018,DaeSean Hamilton,HamiDa01,Penn St.,113,,DEN,6.0,46.0,Parsed,,,0.0,0.0,False,81,833,5,1.76,18.11,0.11,False
2018,Jaleel Scott,ScotJa02,New Mexico St.,132,,BAL,0.0,4.0,Parsed,,,0.0,0.0,False,2,22,0,0.5,5.5,0,False
